Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
2571,06-07-2025,Sneakers,Clothing,1.15,1.31,28,18,13,4,FALSE,Air,1132,Kraft Paper Mailer,1.32,3.707
2572,12-01-2025,Winter Jacket,Clothing,1.23,4.08,51,40,10,3,TRUE,Air,2056,Kraft Paper Mailer,2.23,20.971
2573,23-05-2025,Sneakers,Clothing,0.96,1.21,28,18,12,4,FALSE,Air,1078,Kraft Paper Mailer,1.28,3.261
2574,22-10-2025,Smartphone,Electronics,0.3,0.02,15,6,1,8,TRUE,Road,698,Mushroom Pkg (Mycelium),1.72,0.105
2575,29-08-2025,Winter Jacket,Clothing,1.08,4.02,49,41,10,2,TRUE,Air,1915,Kraft Paper Mailer,2.01,19.246
2576,29-07-2025,T-Shirt,Clothing,0.17,0.09,24,18,1,1,FALSE,Road,478,Kraft Paper Mailer,0.27,0.041
2577,24-04-2025,Sofa (Sectional),Furniture,41.7,239.04,180,83,80,8,FALSE,Road,1437,Wood Crate,97.22,171.75
2578,01-01-2026,Smart Watch,Electronics,0.1,0,4,4,1,6,TRUE,Air,805,Honeycomb Paper,1.24,0.201
2579,13-03-2025,Laptop,Electronics,1.99,0.1,27,19,1,9,TRUE,Air,1456,Mushroom Pkg (Mycelium),2.6,7.244
2580,17-04-2025,Ceramic Vase,Home Decor,2.15,1.06,13,14,29,9,FALSE,Air,2371,Mushroom Pkg (Mycelium),2.66,12.744
2581,26-05-2025,Laptop,Electronics,2.47,0.11,30,19,1,8,TRUE,Air,2368,Mushroom Pkg (Mycelium),2.59,14.622
2582,07-07-2025,Sneakers,Clothing,0.97,1.36,27,21,12,3,FALSE,Air,1439,Kraft Paper Mailer,1.14,4.893
2583,27-07-2025,Office Chair,Furniture,11.08,39.43,62,60,53,4,FALSE,Road,2819,Wood Crate,16.57,55.577
2584,20-09-2025,Smartphone,Electronics,0.28,0,13,6,0,8,TRUE,Air,1404,Mushroom Pkg (Mycelium),1.71,0.983
2585,19-01-2025,Sneakers,Clothing,1.14,1.18,31,19,10,3,FALSE,Road,590,Kraft Paper Mailer,1.07,0.348
2586,11-07-2025,Laptop,Electronics,2.27,0.21,28,19,2,7,TRUE,Air,2599,Honeycomb Paper,2.31,14.749
2587,28-09-2025,Glass Table,Furniture,13.87,6.08,98,62,5,9,FALSE,Road,1814,Mushroom Pkg (Mycelium),7.35,12.58
2588,29-08-2025,T-Shirt,Clothing,0.22,0.21,25,21,2,2,FALSE,Air,975,Kraft Paper Mailer,0.49,0.536
2589,14-04-2025,T-Shirt,Clothing,0.27,0.1,23,21,1,1,FALSE,Air,1088,Kraft Paper Mailer,0.31,0.734
2590,14-09-2025,Sneakers,Clothing,1.05,1.32,29,19,12,4,FALSE,Road,501,Kraft Paper Mailer,1.33,0.331
2591,18-08-2025,55-Inch TV,Electronics,17.44,7.3,120,76,4,9,TRUE,Road,2943,Mushroom Pkg (Mycelium),8.78,25.663
2592,02-12-2025,Sofa (Sectional),Furniture,43.28,288,184,91,86,5,FALSE,Road,875,Wood Crate,116.2,126
2593,29-07-2025,Winter Jacket,Clothing,1.65,3.78,45,42,10,3,TRUE,Road,279,Kraft Paper Mailer,2.11,0.527
2594,28-03-2025,Shampoo,Beauty,0.84,0.24,21,8,7,3,TRUE,Air,1209,PLA Bioplastic,0.94,2.539
2595,18-12-2025,Smart Watch,Electronics,0.19,0,5,5,0,5,TRUE,Air,2206,Honeycomb Paper,1.08,1.048
2596,03-10-2025,Perfume Bottle,Beauty,0.29,0.03,10,4,4,8,TRUE,Road,255,Mushroom Pkg (Mycelium),1.72,0.037
2597,14-12-2025,Ceramic Vase,Home Decor,2.48,1.22,15,14,29,10,FALSE,Air,2714,Mushroom Pkg (Mycelium),2.99,16.827
2598,03-12-2025,Smartphone,Electronics,0.3,0,13,7,0,7,TRUE,Air,1869,Honeycomb Paper,1.52,1.402
2599,09-08-2025,T-Shirt,Clothing,0.17,0.1,25,19,1,2,FALSE,Air,2756,Kraft Paper Mailer,0.47,1.171
2600,04-09-2025,Shampoo,Beauty,0.94,0.22,20,8,7,4,TRUE,Air,2160,PLA Bioplastic,1.18,5.076
2601,03-05-2025,Laptop,Electronics,2.34,0.25,31,20,2,7,TRUE,Road,241,Honeycomb Paper,2.34,0.282
2602,05-04-2025,Glass Table,Furniture,14.93,6.15,106,58,5,10,FALSE,Road,1906,Mushroom Pkg (Mycelium),7.97,14.228
2603,09-06-2025,Sneakers,Clothing,1.01,1.32,30,20,11,3,FALSE,Air,2889,Kraft Paper Mailer,1.13,9.534
2604,15-05-2025,Sofa (Sectional),Furniture,51.5,296.19,208,89,80,7,FALSE,Road,2937,Wood Crate,119.88,434.955
2605,10-01-2025,Winter Jacket,Clothing,1.31,3.39,46,41,9,2,TRUE,Air,1538,Kraft Paper Mailer,1.76,13.035
2606,19-06-2025,Winter Jacket,Clothing,1.23,4.13,48,43,10,2,TRUE,Air,2247,Kraft Paper Mailer,2.05,23.2
2607,03-09-2025,55-Inch TV,Electronics,16.84,5.64,112,63,4,9,TRUE,Road,2811,Mushroom Pkg (Mycelium),8.54,23.669
2608,06-09-2025,Smartphone,Electronics,0.3,0.02,13,6,1,7,TRUE,Air,1033,Honeycomb Paper,1.52,0.775
2609,29-01-2025,Smart Watch,Electronics,0.14,0,4,5,0,5,TRUE,Air,876,Honeycomb Paper,1.06,0.307
2610,25-02-2025,Glass Table,Furniture,14.88,5.22,90,58,5,9,FALSE,Road,589,Mushroom Pkg (Mycelium),7.75,4.382
2611,23-12-2025,Sneakers,Clothing,1.08,1.36,27,21,12,3,FALSE,Air,1750,Kraft Paper Mailer,1.14,5.95
2612,27-07-2025,Laptop,Electronics,2.21,0.13,30,21,1,8,TRUE,Air,874,Mushroom Pkg (Mycelium),2.48,4.829
2613,23-09-2025,Glass Table,Furniture,12.77,5.74,99,58,5,10,FALSE,Road,924,Mushroom Pkg (Mycelium),7.11,5.9
2614,31-05-2025,Winter Jacket,Clothing,1.97,3.26,49,37,9,2,TRUE,Air,1444,Cornstarch Foam,1.7,11.769
2615,30-12-2025,Sneakers,Clothing,0.91,1.61,32,21,12,3,FALSE,Road,685,Kraft Paper Mailer,1.24,0.551
2616,31-05-2025,Shampoo,Beauty,0.82,0.24,21,8,7,5,TRUE,Air,2295,PLA Bioplastic,1.33,4.705
2617,05-07-2025,Sofa (Sectional),Furniture,75.45,263.97,182,98,74,6,FALSE,Road,170,Wood Crate,106.79,22.437
2618,08-03-2025,Winter Jacket,Clothing,1.84,4.18,54,43,9,2,TRUE,Road,566,Kraft Paper Mailer,2.07,1.183
2619,28-02-2025,Laptop,Electronics,1.61,0.21,28,19,2,9,TRUE,Air,1761,Mushroom Pkg (Mycelium),2.44,7.088
2620,25-02-2025,T-Shirt,Clothing,0.23,0.18,22,20,2,1,FALSE,Air,1924,Kraft Paper Mailer,0.29,1.106
2621,17-06-2025,T-Shirt,Clothing,0.26,0.11,26,21,1,1,FALSE,Air,1644,Kraft Paper Mailer,0.3,1.069
2622,26-04-2025,Office Chair,Furniture,13.37,33.04,59,56,50,6,FALSE,Road,2888,Wood Crate,14.42,47.71
2623,29-08-2025,Sneakers,Clothing,0.83,1.34,31,18,12,3,FALSE,Air,2791,Kraft Paper Mailer,1.14,9.35
2624,14-01-2025,Shampoo,Beauty,0.8,0.19,19,7,7,5,TRUE,Air,1664,PLA Bioplastic,1.32,3.328
2625,18-01-2025,Glass Table,Furniture,17.07,5.21,105,62,4,9,FALSE,Road,333,Mushroom Pkg (Mycelium),8.63,2.842
2626,05-03-2025,Laptop,Electronics,2.25,0.23,27,21,2,8,TRUE,Air,2413,Mushroom Pkg (Mycelium),2.5,13.573
2627,03-11-2025,Glass Table,Furniture,15.68,4.56,92,62,4,9,FALSE,Road,1578,Mushroom Pkg (Mycelium),8.07,12.372
2628,28-05-2025,Winter Jacket,Clothing,1.93,3.06,46,37,9,2,TRUE,Air,2972,Kraft Paper Mailer,1.62,22.736
2629,14-08-2025,Shampoo,Beauty,1,0.2,18,7,8,5,TRUE,Air,2217,PLA Bioplastic,1.4,5.543
2630,13-12-2025,55-Inch TV,Electronics,17.03,5.7,113,63,4,9,TRUE,Road,2110,Mushroom Pkg (Mycelium),8.61,17.967
2631,05-12-2025,Glass Table,Furniture,19.25,5.32,109,61,4,9,FALSE,Road,1237,Mushroom Pkg (Mycelium),9.5,11.906
2632,28-06-2025,Shampoo,Beauty,0.99,0.21,19,8,7,5,TRUE,Air,1307,PLA Bioplastic,1.4,3.235
2633,29-05-2025,Glass Table,Furniture,18.02,4.58,97,59,4,10,FALSE,Road,2673,Mushroom Pkg (Mycelium),9.21,24.084
2634,26-10-2025,Ceramic Vase,Home Decor,1.95,1.22,14,15,29,10,FALSE,Road,509,Mushroom Pkg (Mycelium),2.78,0.496
2635,03-10-2025,Smartphone,Electronics,0.26,0,14,7,0,8,TRUE,Air,1803,Mushroom Pkg (Mycelium),1.7,1.172
2636,26-09-2025,55-Inch TV,Electronics,16.87,9.22,123,75,5,10,TRUE,Road,2610,Mushroom Pkg (Mycelium),8.75,22.015
2637,21-01-2025,Ceramic Vase,Home Decor,1.98,1.06,14,14,27,9,FALSE,Road,527,Mushroom Pkg (Mycelium),2.59,0.522
2638,19-11-2025,55-Inch TV,Electronics,21.84,6.38,114,70,4,10,TRUE,Road,1211,Mushroom Pkg (Mycelium),10.74,13.224
2639,14-02-2025,Sneakers,Clothing,1.03,1.19,27,20,11,4,FALSE,Air,2119,Kraft Paper Mailer,1.28,6.304
2640,22-12-2025,Sofa (Sectional),Furniture,55.92,283.13,208,83,82,7,FALSE,Road,321,Wood Crate,114.65,45.442
2641,05-09-2025,T-Shirt,Clothing,0.27,0.19,25,19,2,2,FALSE,Air,1578,Kraft Paper Mailer,0.51,1.065
2642,07-04-2025,Smartphone,Electronics,0.36,0,14,7,0,7,TRUE,Air,2134,Honeycomb Paper,1.54,1.921
2643,28-03-2025,Office Chair,Furniture,11.64,37.88,65,62,47,4,FALSE,Road,1734,Wood Crate,15.95,32.842
2644,12-03-2025,Perfume Bottle,Beauty,0.34,0.04,9,5,4,10,TRUE,Air,1094,Mushroom Pkg (Mycelium),2.14,0.93
2645,10-12-2025,Laptop,Electronics,1.69,0.12,31,19,1,7,TRUE,Air,844,Honeycomb Paper,2.08,3.566
2646,14-07-2025,Sofa (Sectional),Furniture,68.66,304.16,213,85,84,5,FALSE,Road,2526,Wood Crate,122.66,384.154
2647,26-06-2025,Laptop,Electronics,2.46,0.22,28,20,2,7,TRUE,Air,1478,Honeycomb Paper,2.38,9.09
2648,10-07-2025,Sneakers,Clothing,0.86,1.4,30,18,13,5,FALSE,Road,320,Kraft Paper Mailer,1.56,0.224
2649,24-06-2025,55-Inch TV,Electronics,23.46,6.05,108,70,4,10,TRUE,Road,2788,Mushroom Pkg (Mycelium),11.38,32.703
2650,15-02-2025,Sofa (Sectional),Furniture,64.96,228.48,186,83,74,7,FALSE,Road,1296,Wood Crate,92.79,148.055
2651,16-08-2025,Ceramic Vase,Home Decor,1.02,1.39,16,15,29,10,FALSE,Road,464,Mushroom Pkg (Mycelium),2.56,0.322
2652,05-12-2025,Sofa (Sectional),Furniture,67.33,295.19,195,87,87,6,FALSE,Road,369,Wood Crate,119.28,54.463
2653,12-09-2025,Smartphone,Electronics,0.21,0,15,6,0,9,TRUE,Air,1934,Mushroom Pkg (Mycelium),1.88,1.015
2654,22-03-2025,55-Inch TV,Electronics,24.49,6.28,109,72,4,9,TRUE,Road,763,Mushroom Pkg (Mycelium),11.6,9.343
2655,26-06-2025,Laptop,Electronics,2,0.12,29,21,1,8,TRUE,Air,1677,Mushroom Pkg (Mycelium),2.4,8.385
2656,23-06-2025,Smartphone,Electronics,0.35,0,14,6,0,9,TRUE,Road,313,Mushroom Pkg (Mycelium),1.94,0.055
2657,24-11-2025,Laptop,Electronics,1.56,0.19,27,18,2,9,TRUE,Air,2381,Mushroom Pkg (Mycelium),2.42,9.286
2658,15-03-2025,T-Shirt,Clothing,0.19,0.18,25,18,2,1,FALSE,Air,1748,Kraft Paper Mailer,0.28,0.83
2659,19-02-2025,Sneakers,Clothing,1.16,1.23,28,20,11,4,FALSE,Road,282,Kraft Paper Mailer,1.29,0.173
2660,26-08-2025,Smart Watch,Electronics,0.11,0,4,4,0,5,TRUE,Road,708,Honeycomb Paper,1.04,0.039
2661,22-10-2025,Winter Jacket,Clothing,1.58,4.3,50,43,10,3,TRUE,Road,309,Kraft Paper Mailer,2.32,0.664
2662,04-02-2025,55-Inch TV,Electronics,17.17,5.44,108,63,4,10,TRUE,Road,836,Mushroom Pkg (Mycelium),8.87,7.177
2663,13-01-2025,Laptop,Electronics,1.59,0.22,27,20,2,9,TRUE,Air,2717,Mushroom Pkg (Mycelium),2.44,10.8
2664,07-05-2025,55-Inch TV,Electronics,24.22,7.22,129,70,4,9,TRUE,Road,1140,Mushroom Pkg (Mycelium),11.49,13.805
2665,28-07-2025,Ceramic Vase,Home Decor,1.38,1.44,15,15,32,9,FALSE,Air,2856,Mushroom Pkg (Mycelium),2.38,10.282
2666,10-01-2025,Sofa (Sectional),Furniture,72.03,268.38,187,92,78,5,FALSE,Road,1367,Wood Crate,108.35,183.438
2667,13-12-2025,Glass Table,Furniture,14.63,4.78,92,65,4,10,FALSE,Road,124,Mushroom Pkg (Mycelium),7.85,0.907
2668,14-07-2025,T-Shirt,Clothing,0.29,0.08,22,19,1,2,FALSE,Air,2295,Kraft Paper Mailer,0.52,1.664
2669,10-09-2025,55-Inch TV,Electronics,21.47,6.75,124,68,4,9,TRUE,Road,2255,Mushroom Pkg (Mycelium),10.39,24.207
2670,15-04-2025,Laptop,Electronics,1.56,0.12,29,21,1,9,TRUE,Air,1210,Mushroom Pkg (Mycelium),2.42,4.719
2671,06-01-2025,Winter Jacket,Clothing,1.17,3.89,54,40,9,3,TRUE,Road,142,Kraft Paper Mailer,2.16,0.276
2672,29-06-2025,Ceramic Vase,Home Decor,1.91,1.18,14,15,28,10,FALSE,Air,1472,Mushroom Pkg (Mycelium),2.76,7.029
2673,19-06-2025,Smart Watch,Electronics,0.16,0,5,4,0,6,TRUE,Air,1552,Honeycomb Paper,1.26,0.621
2674,12-03-2025,Sofa (Sectional),Furniture,77.6,260.42,212,83,74,7,FALSE,Road,58,Honeycomb Paper,105.57,7.552
2675,04-04-2025,Sofa (Sectional),Furniture,66.32,313.7,210,97,77,5,FALSE,Road,2172,Wood Crate,126.48,340.678
2676,06-08-2025,Glass Table,Furniture,17.67,6.08,98,62,5,9,FALSE,Road,765,Mushroom Pkg (Mycelium),8.87,6.759
2677,05-07-2025,Smart Watch,Electronics,0.19,0,5,4,0,4,TRUE,Air,1992,Corrugated Cardboard,0.88,0.946
2678,14-08-2025,Laptop,Electronics,2.47,0.13,31,21,1,7,TRUE,Air,1434,Honeycomb Paper,2.39,8.855
2679,13-04-2025,Shampoo,Beauty,0.61,0.21,19,8,7,4,TRUE,Air,1103,PLA Bioplastic,1.04,1.682
2680,09-01-2025,T-Shirt,Clothing,0.19,0.09,26,18,1,2,FALSE,Air,2975,Kraft Paper Mailer,0.48,1.413
2681,18-11-2025,Glass Table,Furniture,13.16,5.29,105,63,4,10,FALSE,Road,2889,Mushroom Pkg (Mycelium),7.26,19.01
2682,10-12-2025,Sneakers,Clothing,0.9,1.44,30,20,12,4,FALSE,Air,2806,Kraft Paper Mailer,1.38,10.102
2683,16-12-2025,Office Chair,Furniture,11.65,34.8,58,60,50,5,FALSE,Road,1005,Wood Crate,14.92,17.487
2684,03-08-2025,Glass Table,Furniture,19.69,5.12,105,61,4,10,FALSE,Road,85,Mushroom Pkg (Mycelium),9.88,0.837
2685,17-01-2025,Perfume Bottle,Beauty,0.41,0.04,10,4,5,9,TRUE,Air,2753,Mushroom Pkg (Mycelium),1.96,2.822
2686,05-06-2025,Glass Table,Furniture,15.59,4.66,106,55,4,9,FALSE,Road,386,Mushroom Pkg (Mycelium),8.04,3.009
2687,23-03-2025,Smartphone,Electronics,0.31,0,15,6,0,7,TRUE,Air,1898,Honeycomb Paper,1.52,1.471
2688,03-05-2025,Office Chair,Furniture,12.14,32.34,60,55,49,4,FALSE,Road,1176,Wood Crate,13.74,19.016
2689,22-05-2025,Laptop,Electronics,1.59,0.11,30,19,1,7,TRUE,Air,1860,Honeycomb Paper,2.04,7.394
2690,24-07-2025,Ceramic Vase,Home Decor,2.13,1.3,15,15,29,10,FALSE,Road,496,Mushroom Pkg (Mycelium),2.85,0.528
2691,13-06-2025,Sneakers,Clothing,0.93,1.43,31,21,11,5,FALSE,Air,802,Mushroom Pkg (Mycelium),1.57,2.867
2692,17-05-2025,Smart Watch,Electronics,0.17,0,5,4,1,5,TRUE,Air,1060,Honeycomb Paper,1.07,0.451
2693,15-01-2025,Shampoo,Beauty,0.71,0.2,18,8,7,5,TRUE,Air,1538,PLA Bioplastic,1.28,2.73
2694,04-05-2025,Smart Watch,Electronics,0.18,0,5,4,0,6,TRUE,Air,2926,Honeycomb Paper,1.27,1.317
2695,08-09-2025,Smartphone,Electronics,0.2,0,15,7,0,9,TRUE,Road,668,Mushroom Pkg (Mycelium),1.88,0.067
2696,26-02-2025,T-Shirt,Clothing,0.27,0.2,25,20,2,1,FALSE,Road,66,Kraft Paper Mailer,0.31,0.009
2697,14-08-2025,Sofa (Sectional),Furniture,55.19,290.5,204,89,80,6,FALSE,Road,2737,Wood Crate,117.4,397.549
2698,10-02-2025,55-Inch TV,Electronics,22.94,7.84,112,70,5,10,TRUE,Road,2117,Mushroom Pkg (Mycelium),11.18,24.282
2699,04-11-2025,Smartphone,Electronics,0.32,0,14,6,0,6,TRUE,Road,368,Honeycomb Paper,1.33,0.059
2700,25-02-2025,55-Inch TV,Electronics,22.03,6.83,122,70,4,9,TRUE,Road,1806,Mushroom Pkg (Mycelium),10.61,19.893
2701,16-07-2025,Perfume Bottle,Beauty,0.36,0.03,9,4,4,10,TRUE,Air,2743,Mushroom Pkg (Mycelium),2.14,2.469
2702,07-04-2025,Office Chair,Furniture,12.05,32.89,65,55,46,6,FALSE,Road,775,Wood Crate,14.36,12.745
2703,25-11-2025,55-Inch TV,Electronics,19.8,6.9,125,69,4,10,TRUE,Road,624,Mushroom Pkg (Mycelium),9.92,6.178
2704,16-03-2025,Shampoo,Beauty,0.5,0.18,18,7,7,3,TRUE,Air,856,PLA Bioplastic,0.8,1.07
2705,02-05-2025,Sofa (Sectional),Furniture,46.18,280.7,192,85,86,7,FALSE,Road,319,Wood Crate,113.68,44.772
2706,17-03-2025,Winter Jacket,Clothing,1.79,3.4,45,42,9,2,TRUE,Air,2775,Kraft Paper Mailer,1.76,23.588
2707,24-11-2025,Smart Watch,Electronics,0.19,0,5,4,0,5,TRUE,Air,884,Honeycomb Paper,1.08,0.42
2708,22-10-2025,Perfume Bottle,Beauty,0.36,0.05,10,5,5,8,TRUE,Road,666,Mushroom Pkg (Mycelium),1.74,0.12
2709,31-03-2025,Shampoo,Beauty,0.51,0.19,19,7,7,4,TRUE,Air,1655,PLA Bioplastic,1,2.11
2710,05-11-2025,Ceramic Vase,Home Decor,1.46,1.29,16,13,31,10,FALSE,Road,653,Mushroom Pkg (Mycelium),2.58,0.477
2711,02-11-2025,Glass Table,Furniture,17.66,5.09,106,60,4,10,FALSE,Road,818,Mushroom Pkg (Mycelium),9.06,7.223
2712,15-05-2025,Ceramic Vase,Home Decor,2.8,1.13,15,14,27,10,FALSE,Road,333,Mushroom Pkg (Mycelium),3.12,0.466
2713,19-02-2025,Smartphone,Electronics,0.39,0.02,15,7,1,7,TRUE,Air,2513,Honeycomb Paper,1.56,2.45
2714,30-08-2025,Ceramic Vase,Home Decor,1.71,1.05,13,13,31,9,FALSE,Road,290,Mushroom Pkg (Mycelium),2.48,0.248
2715,21-02-2025,Smartphone,Electronics,0.37,0,13,6,0,8,TRUE,Road,132,Mushroom Pkg (Mycelium),1.75,0.024
2716,26-04-2025,Smart Watch,Electronics,0.17,0,4,4,0,5,TRUE,Road,436,Honeycomb Paper,1.07,0.037
2717,22-01-2025,Office Chair,Furniture,13.98,29.95,54,59,47,4,FALSE,Road,2166,Wood Crate,12.78,32.436
2718,18-09-2025,Sofa (Sectional),Furniture,43.24,274.66,205,87,77,5,FALSE,Road,1111,Wood Crate,110.86,152.574
2719,13-09-2025,Sneakers,Clothing,0.86,1.41,31,19,12,5,FALSE,Air,2542,Kraft Paper Mailer,1.56,8.961
2720,28-08-2025,Sofa (Sectional),Furniture,68.35,268.99,188,98,73,8,FALSE,Road,2803,Wood Crate,109.2,376.989
2721,07-06-2025,Sofa (Sectional),Furniture,40.67,261.55,202,83,78,6,FALSE,Road,2585,Wood Crate,105.82,338.053
2722,20-01-2025,Winter Jacket,Clothing,1.22,4.16,52,40,10,3,TRUE,Road,146,Kraft Paper Mailer,2.26,0.304
2723,27-06-2025,55-Inch TV,Electronics,15.84,8,116,69,5,9,TRUE,Road,1572,Mushroom Pkg (Mycelium),8.14,12.45
2724,19-09-2025,Shampoo,Beauty,0.7,0.21,21,7,7,3,TRUE,Air,1402,Mushroom Pkg (Mycelium),0.88,2.454
2725,03-12-2025,Perfume Bottle,Beauty,0.33,0.03,9,4,4,8,TRUE,Road,275,Mushroom Pkg (Mycelium),1.73,0.045
2726,15-11-2025,Sneakers,Clothing,0.89,1.44,30,20,12,3,FALSE,Air,2623,Kraft Paper Mailer,1.18,9.443
2727,13-12-2025,Office Chair,Furniture,14.3,35.34,63,55,51,5,FALSE,Road,2418,Wood Crate,15.14,42.726
2728,08-06-2025,55-Inch TV,Electronics,17,6.11,114,67,4,9,TRUE,Road,869,Mushroom Pkg (Mycelium),8.6,7.386
2729,14-09-2025,Ceramic Vase,Home Decor,2.38,1.3,15,15,29,9,FALSE,Air,921,Mushroom Pkg (Mycelium),2.75,5.48
2730,01-10-2025,Shampoo,Beauty,0.79,0.24,21,7,8,5,TRUE,Air,1182,PLA Bioplastic,1.32,2.334
2731,07-01-2025,Shampoo,Beauty,0.8,0.21,19,8,7,4,TRUE,Air,957,PLA Bioplastic,1.12,1.914
2732,08-02-2025,Smart Watch,Electronics,0.12,0,5,4,0,4,TRUE,Air,1248,Corrugated Cardboard,0.85,0.374
2733,02-12-2025,Laptop,Electronics,1.63,0.25,31,20,2,8,TRUE,Road,244,Mushroom Pkg (Mycelium),2.25,0.199
2734,11-01-2025,Shampoo,Beauty,0.82,0.21,19,7,8,3,TRUE,Air,2419,PLA Bioplastic,0.93,4.959
2735,29-01-2025,Sneakers,Clothing,1,1.25,29,18,12,5,FALSE,Air,2585,Kraft Paper Mailer,1.5,8.078
2736,16-11-2025,Perfume Bottle,Beauty,0.44,0.05,10,5,5,9,TRUE,Road,250,Recycled PET Box,1.98,0.055
2737,13-05-2025,55-Inch TV,Electronics,17.13,5.53,108,64,4,10,TRUE,Road,231,Mushroom Pkg (Mycelium),8.85,1.979
2738,04-08-2025,Smartphone,Electronics,0.36,0.02,15,6,1,9,TRUE,Road,104,Mushroom Pkg (Mycelium),1.94,0.019
2739,03-05-2025,Winter Jacket,Clothing,1.28,3.6,50,36,10,4,TRUE,Air,2368,Kraft Paper Mailer,2.24,21.312
2740,13-06-2025,Sneakers,Clothing,1.12,1.25,27,21,11,5,FALSE,Air,2973,Kraft Paper Mailer,1.5,9.291
2741,04-08-2025,55-Inch TV,Electronics,15.05,8.36,110,76,5,10,TRUE,Road,61,Mushroom Pkg (Mycelium),8.02,0.459
2742,10-07-2025,55-Inch TV,Electronics,18.83,7.76,131,74,4,10,TRUE,Road,719,Mushroom Pkg (Mycelium),9.53,6.769
2743,11-12-2025,Office Chair,Furniture,14.23,30.25,55,55,50,4,FALSE,Road,51,Wood Crate,12.9,0.771
2744,14-02-2025,Office Chair,Furniture,10.85,40.95,63,65,50,5,FALSE,Road,1548,Wood Crate,17.38,31.695
2745,25-12-2025,Sofa (Sectional),Furniture,48.66,305.79,202,87,87,8,FALSE,Road,1102,Wood Crate,123.92,168.49
2746,08-03-2025,Sneakers,Clothing,1.02,1.69,31,21,13,5,FALSE,Road,144,Kraft Paper Mailer,1.68,0.122
2747,19-05-2025,Perfume Bottle,Beauty,0.48,0.04,9,5,4,8,TRUE,Air,2497,Bubble Wrap (LDPE),1.79,2.996
2748,25-12-2025,Sofa (Sectional),Furniture,49.67,275.39,210,83,79,5,FALSE,Road,422,Wood Crate,111.16,58.107
2749,30-07-2025,Laptop,Electronics,1.84,0.24,29,21,2,8,TRUE,Road,260,Mushroom Pkg (Mycelium),2.34,0.239
2750,29-05-2025,Ceramic Vase,Home Decor,2.12,1.14,14,14,29,10,FALSE,Air,1245,Mushroom Pkg (Mycelium),2.85,6.599
2751,30-08-2025,Laptop,Electronics,2.47,0.12,31,19,1,9,TRUE,Air,816,Mushroom Pkg (Mycelium),2.79,5.039
2752,10-05-2025,55-Inch TV,Electronics,18.66,8.38,127,66,5,9,TRUE,Road,1756,Mushroom Pkg (Mycelium),9.26,16.383
2753,01-06-2025,55-Inch TV,Electronics,23.14,6.45,126,64,4,10,TRUE,Road,1039,Mushroom Pkg (Mycelium),11.26,12.021
2754,21-08-2025,Laptop,Electronics,1.6,0.11,29,19,1,9,TRUE,Road,523,Mushroom Pkg (Mycelium),2.44,0.418
2755,26-12-2025,Laptop,Electronics,2.12,0.27,32,21,2,9,TRUE,Air,1635,Mushroom Pkg (Mycelium),2.65,8.665
2756,09-10-2025,Ceramic Vase,Home Decor,2.41,1.34,14,15,32,9,FALSE,Air,2756,Mushroom Pkg (Mycelium),2.76,16.605
2757,28-11-2025,Smartphone,Electronics,0.39,0.02,15,6,1,6,TRUE,Air,1383,Honeycomb Paper,1.36,1.348
2758,27-05-2025,Ceramic Vase,Home Decor,2.65,1.09,14,13,30,10,FALSE,Air,1778,Mushroom Pkg (Mycelium),3.06,11.779
2759,26-05-2025,Ceramic Vase,Home Decor,1.14,1.3,15,14,31,10,FALSE,Air,1716,Mushroom Pkg (Mycelium),2.52,5.577
2760,04-10-2025,Winter Jacket,Clothing,1.8,3.91,53,41,9,2,TRUE,Air,1597,Kraft Paper Mailer,1.96,15.611
2761,25-07-2025,Winter Jacket,Clothing,1.85,3.3,51,36,9,3,TRUE,Air,823,Kraft Paper Mailer,1.92,6.79
2762,27-05-2025,Glass Table,Furniture,17.52,5.98,98,61,5,10,FALSE,Road,1732,Mushroom Pkg (Mycelium),9.01,15.172
2763,16-10-2025,Smartphone,Electronics,0.4,0.02,13,6,1,9,TRUE,Air,2644,Mushroom Pkg (Mycelium),1.96,2.644
2764,29-12-2025,Smart Watch,Electronics,0.17,0,4,4,0,6,TRUE,Air,1258,Honeycomb Paper,1.27,0.535
2765,21-11-2025,Laptop,Electronics,1.92,0.12,28,21,1,8,TRUE,Air,2742,Mushroom Pkg (Mycelium),2.37,13.162
2766,15-10-2025,T-Shirt,Clothing,0.17,0.1,26,20,1,2,FALSE,Air,2448,Kraft Paper Mailer,0.47,1.04
2767,25-04-2025,Laptop,Electronics,1.66,0.11,29,19,1,7,TRUE,Air,2933,Honeycomb Paper,2.06,12.172
2768,23-09-2025,Sofa (Sectional),Furniture,50.18,341.04,200,98,87,5,FALSE,Road,2689,Wood Crate,137.42,458.528
2769,02-10-2025,Laptop,Electronics,2.29,0.25,30,21,2,8,TRUE,Air,2667,Mushroom Pkg (Mycelium),2.52,15.269
2770,06-04-2025,T-Shirt,Clothing,0.19,0.17,23,18,2,1,FALSE,Air,2618,Kraft Paper Mailer,0.28,1.244
2771,15-03-2025,Smart Watch,Electronics,0.12,0,4,4,0,5,TRUE,Road,686,Mushroom Pkg (Mycelium),1.05,0.041
