product_id,category,weight_kg,fragility,shipping_mode,product_name,industry_type,cost_sensitivity,environmental_priority
3863,Electronics,0.13,4,Air,Product_3863,Electronics,3,3
3864,Furniture,11.03,5,Road,Product_3864,Furniture,3,3
3865,Furniture,12.74,4,Road,Product_3865,Furniture,3,3
3866,Clothing,1.06,4,Air,Product_3866,Clothing,3,3
3867,Beauty,0.98,3,Road,Product_3867,Beauty,3,3
3868,Home Decor,2.38,5,Air,Product_3868,Home Decor,3,3
3869,Electronics,2.28,5,Air,Product_3869,Electronics,3,3
3870,Home Decor,1.61,5,Air,Product_3870,Home Decor,3,3
3871,Furniture,12.33,5,Road,Product_3871,Furniture,3,3
3872,Electronics,21.55,5,Road,Product_3872,Electronics,3,3
3873,Furniture,49.81,5,Road,Product_3873,Furniture,3,3
3874,Electronics,17.34,5,Road,Product_3874,Electronics,3,3
3875,Clothing,0.26,1,Air,Product_3875,Clothing,3,3
3876,Furniture,12.27,5,Road,Product_3876,Furniture,3,3
3877,Electronics,23.67,5,Road,Product_3877,Electronics,3,3
3878,Clothing,0.2,2,Air,Product_3878,Clothing,3,3
3879,Furniture,17.23,5,Road,Product_3879,Furniture,3,3
3880,Electronics,0.37,5,Air,Product_3880,Electronics,3,3
3881,Beauty,0.76,4,Air,Product_3881,Beauty,3,3
3882,Clothing,1.07,4,Air,Product_3882,Clothing,3,3
3883,Furniture,78.65,5,Road,Product_3883,Furniture,3,3
3884,Furniture,12.94,5,Road,Product_3884,Furniture,3,3
3885,Electronics,0.3,5,Air,Product_3885,Electronics,3,3
3886,Clothing,0.2,1,Air,Product_3886,Clothing,3,3
3887,Furniture,61.31,5,Road,Product_3887,Furniture,3,3
3888,Clothing,0.86,4,Air,Product_3888,Clothing,3,3
3889,Furniture,12.28,5,Road,Product_3889,Furniture,3,3
3890,Beauty,0.58,4,Air,Product_3890,Beauty,3,3
3891,Furniture,66.3,5,Road,Product_3891,Furniture,3,3
3892,Electronics,0.17,5,Air,Product_3892,Electronics,3,3
3893,Home Decor,1.23,5,Air,Product_3893,Home Decor,3,3
3894,Furniture,14.52,5,Road,Product_3894,Furniture,3,3
3895,Electronics,2.43,5,Air,Product_3895,Electronics,3,3
3896,Furniture,58.11,5,Road,Product_3896,Furniture,3,3
3897,Furniture,64.51,5,Road,Product_3897,Furniture,3,3
3898,Home Decor,2.54,5,Air,Product_3898,Home Decor,3,3
3899,Home Decor,1.14,5,Air,Product_3899,Home Decor,3,3
3900,Furniture,55.55,5,Road,Product_3900,Furniture,3,3
3901,Electronics,0.18,5,Air,Product_3901,Electronics,3,3
3902,Home Decor,2.36,5,Road,Product_3902,Home Decor,3,3
3903,Beauty,0.7,4,Air,Product_3903,Beauty,3,3
3904,Furniture,10.89,5,Road,Product_3904,Furniture,3,3
3905,Electronics,1.97,5,Air,Product_3905,Electronics,3,3
3906,Beauty,0.7,3,Road,Product_3906,Beauty,3,3
3907,Beauty,0.58,5,Air,Product_3907,Beauty,3,3
3908,Furniture,42.28,5,Road,Product_3908,Furniture,3,3
3909,Beauty,0.84,4,Air,Product_3909,Beauty,3,3
3910,Clothing,1.19,5,Road,Product_3910,Clothing,3,3
3911,Beauty,0.98,4,Road,Product_3911,Beauty,3,3
3912,Furniture,12.24,4,Road,Product_3912,Furniture,3,3
3913,Electronics,1.7,5,Air,Product_3913,Electronics,3,3
3914,Electronics,1.97,5,Air,Product_3914,Electronics,3,3
3915,Clothing,1.26,2,Road,Product_3915,Clothing,3,3
3916,Electronics,1.78,5,Air,Product_3916,Electronics,3,3
3917,Electronics,0.34,5,Road,Product_3917,Electronics,3,3
3918,Clothing,1.66,4,Air,Product_3918,Clothing,3,3
3919,Electronics,0.32,5,Road,Product_3919,Electronics,3,3
3920,Electronics,20.99,5,Road,Product_3920,Electronics,3,3
3921,Beauty,0.8,3,Road,Product_3921,Beauty,3,3
3922,Electronics,0.15,5,Air,Product_3922,Electronics,3,3
3923,Clothing,1.2,5,Air,Product_3923,Clothing,3,3
3924,Electronics,1.61,5,Road,Product_3924,Electronics,3,3
3925,Clothing,1.19,4,Air,Product_3925,Clothing,3,3
3926,Clothing,1.01,4,Air,Product_3926,Clothing,3,3
3927,Electronics,15.03,5,Road,Product_3927,Electronics,3,3
3928,Beauty,0.38,5,Air,Product_3928,Beauty,3,3
3929,Electronics,0.36,5,Air,Product_3929,Electronics,3,3
3930,Electronics,0.14,4,Air,Product_3930,Electronics,3,3
3931,Electronics,0.33,5,Road,Product_3931,Electronics,3,3
3932,Furniture,19.83,5,Road,Product_3932,Furniture,3,3
3933,Electronics,15.64,5,Road,Product_3933,Electronics,3,3
3934,Clothing,1.03,3,Air,Product_3934,Clothing,3,3
3935,Clothing,1.17,2,Air,Product_3935,Clothing,3,3
3936,Furniture,44.79,5,Road,Product_3936,Furniture,3,3
3937,Clothing,0.29,1,Air,Product_3937,Clothing,3,3
3938,Electronics,1.57,5,Road,Product_3938,Electronics,3,3
3939,Electronics,0.13,5,Road,Product_3939,Electronics,3,3
3940,Clothing,1.14,5,Air,Product_3940,Clothing,3,3
3941,Electronics,17.73,5,Road,Product_3941,Electronics,3,3
3942,Electronics,0.18,4,Air,Product_3942,Electronics,3,3
3943,Electronics,2.22,5,Air,Product_3943,Electronics,3,3
3944,Furniture,54.76,5,Road,Product_3944,Furniture,3,3
3945,Beauty,0.2,5,Air,Product_3945,Beauty,3,3
3946,Clothing,1.16,5,Air,Product_3946,Clothing,3,3
3947,Beauty,0.68,4,Road,Product_3947,Beauty,3,3
3948,Home Decor,1.16,5,Air,Product_3948,Home Decor,3,3
3949,Clothing,0.83,5,Air,Product_3949,Clothing,3,3
3950,Electronics,0.22,5,Air,Product_3950,Electronics,3,3
3951,Electronics,16.81,5,Road,Product_3951,Electronics,3,3
3952,Electronics,0.14,5,Air,Product_3952,Electronics,3,3
3953,Beauty,0.32,5,Air,Product_3953,Beauty,3,3
3954,Clothing,0.9,4,Air,Product_3954,Clothing,3,3
3955,Electronics,0.32,5,Road,Product_3955,Electronics,3,3
3956,Electronics,0.16,5,Air,Product_3956,Electronics,3,3
3957,Furniture,55.26,5,Road,Product_3957,Furniture,3,3
3958,Electronics,0.2,5,Air,Product_3958,Electronics,3,3
3959,Home Decor,2.29,5,Air,Product_3959,Home Decor,3,3
3960,Beauty,0.42,5,Air,Product_3960,Beauty,3,3
3961,Electronics,18.14,5,Road,Product_3961,Electronics,3,3
3962,Electronics,21.71,5,Road,Product_3962,Electronics,3,3
3963,Electronics,2.07,5,Road,Product_3963,Electronics,3,3
3964,Clothing,0.3,1,Air,Product_3964,Clothing,3,3
3965,Electronics,0.2,5,Road,Product_3965,Electronics,3,3
3966,Electronics,0.21,5,Air,Product_3966,Electronics,3,3
3967,Beauty,0.44,5,Road,Product_3967,Beauty,3,3
3968,Electronics,0.17,5,Road,Product_3968,Electronics,3,3
3969,Furniture,13.41,5,Road,Product_3969,Furniture,3,3
3970,Beauty,0.6,4,Road,Product_3970,Beauty,3,3
3971,Clothing,0.9,3,Air,Product_3971,Clothing,3,3
3972,Electronics,2.2,5,Air,Product_3972,Electronics,3,3
3973,Furniture,59.88,5,Road,Product_3973,Furniture,3,3
3974,Electronics,0.4,5,Air,Product_3974,Electronics,3,3
3975,Beauty,0.51,4,Air,Product_3975,Beauty,3,3
3976,Furniture,11.25,4,Road,Product_3976,Furniture,3,3
3977,Furniture,16.18,5,Road,Product_3977,Furniture,3,3
3978,Furniture,13.14,5,Road,Product_3978,Furniture,3,3
3979,Furniture,52.65,5,Road,Product_3979,Furniture,3,3
3980,Clothing,1.03,5,Air,Product_3980,Clothing,3,3
3981,Beauty,0.57,3,Air,Product_3981,Beauty,3,3
3982,Home Decor,2.34,5,Air,Product_3982,Home Decor,3,3
3983,Electronics,2.41,5,Air,Product_3983,Electronics,3,3
3984,Clothing,1.33,2,Air,Product_3984,Clothing,3,3
3985,Furniture,73.42,5,Road,Product_3985,Furniture,3,3
3986,Electronics,0.16,5,Air,Product_3986,Electronics,3,3
3987,Clothing,1.37,2,Air,Product_3987,Clothing,3,3
3988,Electronics,0.38,5,Air,Product_3988,Electronics,3,3
3989,Clothing,1.97,4,Air,Product_3989,Clothing,3,3
3990,Electronics,16.52,5,Road,Product_3990,Electronics,3,3
3991,Electronics,24.7,5,Road,Product_3991,Electronics,3,3
3992,Clothing,1.29,2,Air,Product_3992,Clothing,3,3
3993,Furniture,17.9,5,Road,Product_3993,Furniture,3,3
3994,Furniture,13.69,4,Road,Product_3994,Furniture,3,3
3995,Beauty,0.91,4,Road,Product_3995,Beauty,3,3
3996,Clothing,0.21,1,Road,Product_3996,Clothing,3,3
3997,Clothing,1.35,3,Air,Product_3997,Clothing,3,3
3998,Furniture,14.45,5,Road,Product_3998,Furniture,3,3
3999,Furniture,17.51,5,Road,Product_3999,Furniture,3,3
4000,Furniture,11.1,5,Road,Product_4000,Furniture,3,3
4001,Electronics,0.17,5,Air,Product_4001,Electronics,3,3
4002,Clothing,0.27,1,Air,Product_4002,Clothing,3,3
4003,Furniture,64.01,5,Road,Product_4003,Furniture,3,3
4004,Furniture,15.86,5,Road,Product_4004,Furniture,3,3
4005,Electronics,1.94,5,Air,Product_4005,Electronics,3,3
4006,Furniture,10.54,5,Road,Product_4006,Furniture,3,3
4007,Furniture,69.79,5,Road,Product_4007,Furniture,3,3
4008,Clothing,0.23,1,Air,Product_4008,Clothing,3,3
4009,Electronics,1.68,5,Road,Product_4009,Electronics,3,3
4010,Beauty,0.69,5,Air,Product_4010,Beauty,3,3
4011,Electronics,19.33,5,Road,Product_4011,Electronics,3,3
4012,Furniture,62.67,5,Road,Product_4012,Furniture,3,3
4013,Electronics,17.09,5,Road,Product_4013,Electronics,3,3
4014,Furniture,42.22,5,Road,Product_4014,Furniture,3,3
4015,Electronics,19.07,5,Road,Product_4015,Electronics,3,3
4016,Beauty,0.58,4,Air,Product_4016,Beauty,3,3
4017,Electronics,0.18,4,Air,Product_4017,Electronics,3,3
4018,Electronics,15.01,5,Road,Product_4018,Electronics,3,3
4019,Electronics,2.12,5,Air,Product_4019,Electronics,3,3
4020,Beauty,0.84,5,Air,Product_4020,Beauty,3,3
4021,Beauty,0.75,4,Road,Product_4021,Beauty,3,3
4022,Clothing,1.23,4,Air,Product_4022,Clothing,3,3
4023,Clothing,0.3,2,Air,Product_4023,Clothing,3,3
4024,Electronics,2.13,5,Air,Product_4024,Electronics,3,3
4025,Clothing,0.28,2,Air,Product_4025,Clothing,3,3
4026,Beauty,0.41,5,Air,Product_4026,Beauty,3,3
4027,Electronics,0.27,5,Air,Product_4027,Electronics,3,3
4028,Furniture,55.36,5,Road,Product_4028,Furniture,3,3
4029,Electronics,0.33,5,Air,Product_4029,Electronics,3,3
4030,Electronics,0.33,5,Road,Product_4030,Electronics,3,3
4031,Beauty,0.88,4,Air,Product_4031,Beauty,3,3
4032,Furniture,77.06,5,Road,Product_4032,Furniture,3,3
4033,Electronics,0.38,5,Air,Product_4033,Electronics,3,3
4034,Beauty,0.79,5,Air,Product_4034,Beauty,3,3
4035,Home Decor,2.07,5,Air,Product_4035,Home Decor,3,3
4036,Furniture,11.75,4,Road,Product_4036,Furniture,3,3
4037,Furniture,54.71,5,Road,Product_4037,Furniture,3,3
4038,Home Decor,1.28,5,Air,Product_4038,Home Decor,3,3
4039,Electronics,2.08,5,Road,Product_4039,Electronics,3,3
4040,Home Decor,1.19,5,Road,Product_4040,Home Decor,3,3
4041,Furniture,50.15,5,Road,Product_4041,Furniture,3,3
4042,Electronics,0.2,4,Road,Product_4042,Electronics,3,3
4043,Home Decor,1.35,5,Road,Product_4043,Home Decor,3,3
4044,Electronics,18.87,5,Road,Product_4044,Electronics,3,3
4045,Electronics,0.23,5,Air,Product_4045,Electronics,3,3
4046,Electronics,1.73,5,Road,Product_4046,Electronics,3,3
4047,Electronics,0.39,5,Air,Product_4047,Electronics,3,3
4048,Furniture,12.93,4,Road,Product_4048,Furniture,3,3
4049,Electronics,0.39,5,Air,Product_4049,Electronics,3,3
4050,Home Decor,2.95,5,Air,Product_4050,Home Decor,3,3
4051,Clothing,0.98,5,Air,Product_4051,Clothing,3,3
4052,Furniture,15.33,5,Road,Product_4052,Furniture,3,3
4053,Furniture,15.58,5,Road,Product_4053,Furniture,3,3
4054,Electronics,16.18,5,Road,Product_4054,Electronics,3,3
4055,Furniture,75.68,5,Road,Product_4055,Furniture,3,3
4056,Clothing,0.95,5,Air,Product_4056,Clothing,3,3
4057,Furniture,50.02,5,Road,Product_4057,Furniture,3,3
4058,Beauty,0.55,4,Air,Product_4058,Beauty,3,3
4059,Clothing,0.22,2,Air,Product_4059,Clothing,3,3
4060,Furniture,14.25,4,Road,Product_4060,Furniture,3,3
4061,Furniture,12.39,5,Road,Product_4061,Furniture,3,3
4062,Clothing,0.27,2,Air,Product_4062,Clothing,3,3
4063,Electronics,24.9,5,Road,Product_4063,Electronics,3,3
4064,Electronics,18.01,5,Road,Product_4064,Electronics,3,3
4065,Electronics,0.18,5,Air,Product_4065,Electronics,3,3
4066,Furniture,16.5,5,Road,Product_4066,Furniture,3,3
4067,Clothing,1.44,3,Air,Product_4067,Clothing,3,3
4068,Beauty,0.9,3,Road,Product_4068,Beauty,3,3
4069,Electronics,0.29,5,Air,Product_4069,Electronics,3,3
4070,Furniture,12.91,5,Road,Product_4070,Furniture,3,3
4071,Electronics,0.22,5,Air,Product_4071,Electronics,3,3
4072,Electronics,2.41,5,Air,Product_4072,Electronics,3,3
4073,Clothing,1.65,4,Road,Product_4073,Clothing,3,3
4074,Furniture,13.34,5,Road,Product_4074,Furniture,3,3
4075,Electronics,0.25,5,Road,Product_4075,Electronics,3,3
4076,Furniture,72.19,5,Road,Product_4076,Furniture,3,3
4077,Electronics,17.22,5,Road,Product_4077,Electronics,3,3
4078,Clothing,1.07,3,Air,Product_4078,Clothing,3,3
4079,Furniture,16.36,5,Road,Product_4079,Furniture,3,3
4080,Clothing,1.42,3,Air,Product_4080,Clothing,3,3
4081,Beauty,0.3,5,Air,Product_4081,Beauty,3,3
4082,Electronics,2.47,5,Air,Product_4082,Electronics,3,3
4083,Beauty,0.96,3,Air,Product_4083,Beauty,3,3
4084,Home Decor,2.13,5,Air,Product_4084,Home Decor,3,3
4085,Electronics,0.29,5,Air,Product_4085,Electronics,3,3
4086,Furniture,42.88,5,Road,Product_4086,Furniture,3,3
4087,Clothing,1.63,4,Air,Product_4087,Clothing,3,3
4088,Clothing,0.18,1,Road,Product_4088,Clothing,3,3
4089,Home Decor,2.1,5,Air,Product_4089,Home Decor,3,3
4090,Furniture,44.04,5,Road,Product_4090,Furniture,3,3
4091,Clothing,1.08,4,Air,Product_4091,Clothing,3,3
4092,Electronics,0.25,5,Air,Product_4092,Electronics,3,3
4093,Furniture,11.23,5,Road,Product_4093,Furniture,3,3
4094,Electronics,2.19,5,Air,Product_4094,Electronics,3,3
4095,Beauty,0.42,5,Air,Product_4095,Beauty,3,3
4096,Furniture,16.61,5,Road,Product_4096,Furniture,3,3
4097,Furniture,52.62,5,Road,Product_4097,Furniture,3,3
4098,Clothing,0.27,2,Air,Product_4098,Clothing,3,3
4099,Furniture,59.49,5,Road,Product_4099,Furniture,3,3
4100,Electronics,0.24,5,Air,Product_4100,Electronics,3,3
4101,Furniture,16.55,5,Road,Product_4101,Furniture,3,3
4102,Electronics,0.38,5,Air,Product_4102,Electronics,3,3
4103,Clothing,1.93,2,Air,Product_4103,Clothing,3,3
4104,Electronics,0.18,5,Air,Product_4104,Electronics,3,3
4105,Electronics,2.08,5,Air,Product_4105,Electronics,3,3
4106,Electronics,21.17,5,Road,Product_4106,Electronics,3,3
4107,Beauty,0.23,5,Air,Product_4107,Beauty,3,3
4108,Beauty,0.41,5,Air,Product_4108,Beauty,3,3
4109,Electronics,18.47,5,Road,Product_4109,Electronics,3,3
4110,Electronics,1.55,5,Road,Product_4110,Electronics,3,3
4111,Furniture,10.73,5,Road,Product_4111,Furniture,3,3
4112,Electronics,2.32,5,Air,Product_4112,Electronics,3,3
4113,Furniture,14.98,5,Road,Product_4113,Furniture,3,3
4114,Furniture,15.45,5,Road,Product_4114,Furniture,3,3
4115,Furniture,13.68,5,Road,Product_4115,Furniture,3,3
4116,Electronics,1.66,5,Road,Product_4116,Electronics,3,3
4117,Furniture,75.97,5,Road,Product_4117,Furniture,3,3
4118,Electronics,1.55,5,Air,Product_4118,Electronics,3,3
4119,Home Decor,2.03,5,Road,Product_4119,Home Decor,3,3
4120,Furniture,15.21,5,Road,Product_4120,Furniture,3,3
4121,Clothing,0.9,5,Air,Product_4121,Clothing,3,3
4122,Clothing,1.72,2,Air,Product_4122,Clothing,3,3
4123,Clothing,1.03,3,Air,Product_4123,Clothing,3,3
4124,Electronics,0.31,5,Air,Product_4124,Electronics,3,3
4125,Electronics,21.59,5,Road,Product_4125,Electronics,3,3
4126,Clothing,1.91,2,Air,Product_4126,Clothing,3,3
4127,Clothing,0.81,4,Air,Product_4127,Clothing,3,3
4128,Clothing,0.28,2,Air,Product_4128,Clothing,3,3
4129,Beauty,0.57,4,Air,Product_4129,Beauty,3,3
4130,Clothing,0.17,1,Air,Product_4130,Clothing,3,3
4131,Furniture,12.45,4,Road,Product_4131,Furniture,3,3
4132,Home Decor,1.43,5,Air,Product_4132,Home Decor,3,3
4133,Furniture,13.62,5,Road,Product_4133,Furniture,3,3
4134,Home Decor,2.34,5,Air,Product_4134,Home Decor,3,3
4135,Electronics,24.81,5,Road,Product_4135,Electronics,3,3
4136,Clothing,0.81,4,Air,Product_4136,Clothing,3,3
4137,Clothing,1.37,2,Air,Product_4137,Clothing,3,3
4138,Furniture,67.65,5,Road,Product_4138,Furniture,3,3
4139,Beauty,0.97,5,Air,Product_4139,Beauty,3,3
4140,Clothing,1.71,4,Air,Product_4140,Clothing,3,3
4141,Furniture,12.46,4,Road,Product_4141,Furniture,3,3
4142,Furniture,13.54,5,Road,Product_4142,Furniture,3,3
4143,Furniture,19.29,5,Road,Product_4143,Furniture,3,3
4144,Furniture,50.08,5,Road,Product_4144,Furniture,3,3
4145,Clothing,0.26,2,Air,Product_4145,Clothing,3,3
4146,Electronics,0.14,4,Air,Product_4146,Electronics,3,3
4147,Clothing,0.24,1,Road,Product_4147,Clothing,3,3
4148,Electronics,16.21,5,Road,Product_4148,Electronics,3,3
4149,Home Decor,1.4,5,Air,Product_4149,Home Decor,3,3
4150,Home Decor,1.74,5,Air,Product_4150,Home Decor,3,3
4151,Electronics,0.12,4,Road,Product_4151,Electronics,3,3
4152,Electronics,1.81,5,Air,Product_4152,Electronics,3,3
4153,Electronics,15.79,5,Road,Product_4153,Electronics,3,3
4154,Electronics,0.3,5,Road,Product_4154,Electronics,3,3
4155,Electronics,21.43,5,Road,Product_4155,Electronics,3,3
4156,Clothing,0.91,4,Air,Product_4156,Clothing,3,3
4157,Electronics,0.16,4,Air,Product_4157,Electronics,3,3
4158,Furniture,70.09,5,Road,Product_4158,Furniture,3,3
4159,Furniture,79.28,5,Road,Product_4159,Furniture,3,3
4160,Beauty,0.81,3,Air,Product_4160,Beauty,3,3
4161,Furniture,59.27,5,Road,Product_4161,Furniture,3,3
4162,Electronics,0.39,5,Air,Product_4162,Electronics,3,3
4163,Beauty,0.43,5,Air,Product_4163,Beauty,3,3
4164,Electronics,16.51,5,Road,Product_4164,Electronics,3,3
4165,Beauty,0.43,5,Air,Product_4165,Beauty,3,3
4166,Clothing,0.3,1,Air,Product_4166,Clothing,3,3
4167,Clothing,1.24,3,Air,Product_4167,Clothing,3,3
4168,Furniture,17.22,5,Road,Product_4168,Furniture,3,3
4169,Electronics,0.13,5,Air,Product_4169,Electronics,3,3
4170,Furniture,13.76,5,Road,Product_4170,Furniture,3,3
4171,Clothing,1.66,2,Road,Product_4171,Clothing,3,3
4172,Clothing,0.83,5,Road,Product_4172,Clothing,3,3
4173,Electronics,0.33,5,Air,Product_4173,Electronics,3,3
4174,Clothing,0.24,1,Road,Product_4174,Clothing,3,3
4175,Home Decor,1.83,5,Air,Product_4175,Home Decor,3,3
4176,Electronics,0.19,4,Road,Product_4176,Electronics,3,3
4177,Beauty,0.61,4,Air,Product_4177,Beauty,3,3
4178,Furniture,14.46,4,Road,Product_4178,Furniture,3,3
4179,Electronics,0.18,4,Road,Product_4179,Electronics,3,3
4180,Home Decor,1.83,5,Air,Product_4180,Home Decor,3,3
4181,Electronics,0.26,5,Air,Product_4181,Electronics,3,3
4182,Clothing,1.74,3,Road,Product_4182,Clothing,3,3
4183,Furniture,18.46,5,Road,Product_4183,Furniture,3,3
4184,Furniture,12.99,5,Road,Product_4184,Furniture,3,3
4185,Furniture,68.94,5,Road,Product_4185,Furniture,3,3
4186,Furniture,16.31,5,Road,Product_4186,Furniture,3,3
4187,Furniture,17.28,5,Road,Product_4187,Furniture,3,3
4188,Furniture,10.45,5,Road,Product_4188,Furniture,3,3
4189,Beauty,0.94,3,Air,Product_4189,Beauty,3,3
4190,Electronics,0.39,5,Road,Product_4190,Electronics,3,3
4191,Electronics,1.96,5,Road,Product_4191,Electronics,3,3
4192,Furniture,48.2,5,Road,Product_4192,Furniture,3,3
4193,Electronics,0.33,5,Air,Product_4193,Electronics,3,3
4194,Beauty,0.79,4,Road,Product_4194,Beauty,3,3
4195,Furniture,75.02,5,Road,Product_4195,Furniture,3,3
4196,Beauty,0.82,4,Road,Product_4196,Beauty,3,3
4197,Beauty,0.25,5,Air,Product_4197,Beauty,3,3
4198,Furniture,12.25,4,Road,Product_4198,Furniture,3,3
4199,Electronics,0.12,5,Air,Product_4199,Electronics,3,3
4200,Furniture,72.75,5,Road,Product_4200,Furniture,3,3
4201,Electronics,0.34,5,Air,Product_4201,Electronics,3,3
4202,Electronics,0.26,5,Air,Product_4202,Electronics,3,3
4203,Clothing,1.14,4,Air,Product_4203,Clothing,3,3
4204,Beauty,0.97,4,Road,Product_4204,Beauty,3,3
4205,Beauty,0.25,5,Air,Product_4205,Beauty,3,3
4206,Electronics,2.15,5,Road,Product_4206,Electronics,3,3
4207,Beauty,0.37,5,Air,Product_4207,Beauty,3,3
4208,Electronics,17.27,5,Road,Product_4208,Electronics,3,3
4209,Electronics,16.5,5,Road,Product_4209,Electronics,3,3
4210,Electronics,1.91,5,Air,Product_4210,Electronics,3,3
4211,Beauty,0.75,5,Air,Product_4211,Beauty,3,3
4212,Furniture,54.23,5,Road,Product_4212,Furniture,3,3
4213,Beauty,0.72,3,Air,Product_4213,Beauty,3,3
4214,Beauty,0.5,5,Road,Product_4214,Beauty,3,3
4215,Electronics,0.35,5,Air,Product_4215,Electronics,3,3
4216,Furniture,65.42,5,Road,Product_4216,Furniture,3,3
4217,Furniture,11.86,5,Road,Product_4217,Furniture,3,3
4218,Clothing,0.97,3,Road,Product_4218,Clothing,3,3
4219,Clothing,0.16,1,Air,Product_4219,Clothing,3,3
4220,Electronics,1.99,5,Air,Product_4220,Electronics,3,3
4221,Home Decor,2.04,5,Air,Product_4221,Home Decor,3,3
4222,Clothing,0.88,5,Air,Product_4222,Clothing,3,3
4223,Beauty,0.85,3,Air,Product_4223,Beauty,3,3
4224,Electronics,22.44,5,Road,Product_4224,Electronics,3,3
4225,Beauty,0.82,5,Air,Product_4225,Beauty,3,3
4226,Beauty,0.77,3,Road,Product_4226,Beauty,3,3
4227,Electronics,0.1,4,Road,Product_4227,Electronics,3,3
4228,Electronics,0.14,4,Air,Product_4228,Electronics,3,3
4229,Electronics,0.38,5,Air,Product_4229,Electronics,3,3
4230,Furniture,19.49,5,Road,Product_4230,Furniture,3,3
4231,Furniture,12.86,5,Road,Product_4231,Furniture,3,3
4232,Beauty,0.27,5,Road,Product_4232,Beauty,3,3
4233,Electronics,1.92,5,Road,Product_4233,Electronics,3,3
4234,Electronics,22.31,5,Road,Product_4234,Electronics,3,3
4235,Electronics,0.32,5,Air,Product_4235,Electronics,3,3
4236,Home Decor,1.9,5,Air,Product_4236,Home Decor,3,3
4237,Furniture,51.41,5,Road,Product_4237,Furniture,3,3
4238,Furniture,17.19,5,Road,Product_4238,Furniture,3,3
4239,Electronics,0.26,5,Road,Product_4239,Electronics,3,3
4240,Furniture,14.59,5,Road,Product_4240,Furniture,3,3
4241,Clothing,0.87,5,Air,Product_4241,Clothing,3,3
4242,Electronics,2.24,5,Air,Product_4242,Electronics,3,3
4243,Furniture,56.9,5,Road,Product_4243,Furniture,3,3
4244,Electronics,0.18,5,Air,Product_4244,Electronics,3,3
4245,Electronics,2.45,5,Air,Product_4245,Electronics,3,3
4246,Clothing,0.25,1,Air,Product_4246,Clothing,3,3
4247,Clothing,0.22,1,Air,Product_4247,Clothing,3,3
4248,Clothing,0.16,2,Road,Product_4248,Clothing,3,3
4249,Electronics,0.28,5,Air,Product_4249,Electronics,3,3
4250,Electronics,0.23,5,Air,Product_4250,Electronics,3,3
4251,Beauty,0.44,5,Road,Product_4251,Beauty,3,3
4252,Clothing,1.06,4,Air,Product_4252,Clothing,3,3
4253,Clothing,0.21,2,Air,Product_4253,Clothing,3,3
4254,Electronics,1.93,5,Air,Product_4254,Electronics,3,3
4255,Electronics,22.68,5,Road,Product_4255,Electronics,3,3
4256,Furniture,16.81,5,Road,Product_4256,Furniture,3,3
4257,Electronics,22.86,5,Road,Product_4257,Electronics,3,3
4258,Furniture,15.57,5,Road,Product_4258,Furniture,3,3
4259,Electronics,21.48,5,Road,Product_4259,Electronics,3,3
4260,Beauty,0.45,5,Air,Product_4260,Beauty,3,3
4261,Electronics,0.19,5,Road,Product_4261,Electronics,3,3
4262,Furniture,19.57,5,Road,Product_4262,Furniture,3,3
4263,Electronics,15.12,5,Road,Product_4263,Electronics,3,3
4264,Clothing,0.82,3,Road,Product_4264,Clothing,3,3
4265,Beauty,0.53,3,Air,Product_4265,Beauty,3,3
4266,Electronics,17.01,5,Road,Product_4266,Electronics,3,3
4267,Electronics,22.4,5,Road,Product_4267,Electronics,3,3
4268,Furniture,16.45,5,Road,Product_4268,Furniture,3,3
4269,Electronics,0.31,5,Road,Product_4269,Electronics,3,3
4270,Clothing,1.68,3,Air,Product_4270,Clothing,3,3
4271,Beauty,0.45,5,Air,Product_4271,Beauty,3,3
4272,Electronics,17.01,5,Road,Product_4272,Electronics,3,3
4273,Furniture,53.26,5,Road,Product_4273,Furniture,3,3
4274,Furniture,18.65,5,Road,Product_4274,Furniture,3,3
4275,Home Decor,2.08,5,Road,Product_4275,Home Decor,3,3
4276,Electronics,0.18,5,Air,Product_4276,Electronics,3,3
4277,Electronics,1.7,5,Air,Product_4277,Electronics,3,3
4278,Electronics,0.12,5,Air,Product_4278,Electronics,3,3
4279,Electronics,19.1,5,Road,Product_4279,Electronics,3,3
4280,Furniture,14.26,4,Road,Product_4280,Furniture,3,3
4281,Electronics,1.73,5,Air,Product_4281,Electronics,3,3
4282,Electronics,19.8,5,Road,Product_4282,Electronics,3,3
4283,Electronics,0.28,5,Air,Product_4283,Electronics,3,3
4284,Clothing,0.28,2,Air,Product_4284,Clothing,3,3
4285,Furniture,16.73,5,Road,Product_4285,Furniture,3,3
4286,Electronics,0.3,5,Air,Product_4286,Electronics,3,3
4287,Home Decor,2.37,5,Road,Product_4287,Home Decor,3,3
4288,Furniture,18.22,5,Road,Product_4288,Furniture,3,3
4289,Beauty,0.21,5,Road,Product_4289,Beauty,3,3
4290,Beauty,0.33,5,Air,Product_4290,Beauty,3,3
4291,Furniture,46.5,5,Road,Product_4291,Furniture,3,3
4292,Furniture,13.19,5,Road,Product_4292,Furniture,3,3
4293,Clothing,1.66,3,Road,Product_4293,Clothing,3,3
4294,Beauty,0.38,5,Road,Product_4294,Beauty,3,3
4295,Clothing,0.17,1,Air,Product_4295,Clothing,3,3
4296,Clothing,1.08,3,Air,Product_4296,Clothing,3,3
