material_id,material_type,tensile_strength_mpa,weight_capacity_kg,density_g_cm3,biodegradability_score,biodegradation_time_days,co2_emission_score,recyclability_percentage,production_cost_per_kg
2791,Polylactic Acid (PLA) Blends,69.79,106.81,1.06,55.02,835.45,95.84,53.38,594.17
2792,Poly(3-hydroxybutyrate) (PHB),93.64,21.01,1.13,89.65,603.08,68.06,54.25,550.11
2793,Gelatin,57.2,125.15,0.97,81.75,75.62,88.73,75.83,847.17
2794,Starch-based Polymer,29.76,39.72,0.94,67.47,434.12,75.91,65.74,918.01
2795,PLA (Polylactic Acid),45.47,70.06,1.09,86.74,1089.4,95.36,84.26,290.5
2796,Polycaprolactone (PCL),59.33,112.49,1.19,89.66,950.96,90.72,79.69,238.07
2797,Chitosan,13.25,44.17,1.31,96.86,1061.21,95.49,49.09,975.89
2798,Maleic Anhydride Grafted (MAG) Polymers,61.88,70.75,1.15,69.97,220.03,64.01,85.33,727.99
2799,PLA (Polylactic Acid),93.64,34.41,1.25,85.09,952.22,84.8,89.63,734.64
2800,Polyhydroxyvalerate (PHV),23.61,62.13,1.33,81.12,801.21,88.02,72.69,1180.72
2801,Polybutylene Adipate Terephthalate (PBAT),76.95,39.11,1.24,77.45,543.53,88.2,95.08,637.74
2802,Thermoplastic Starch (TPS),87.16,58.81,0.99,94.79,743.94,77.28,85.24,396.19
2803,Polybutylene Succinate (PBS),90.33,59.84,1.22,52.65,750.67,54.72,72.49,880.64
2804,Hemp Fiber Composite,91.78,125.28,1.39,65.9,135.83,66.17,93.62,1015.68
2805,Recycled LDPE,52.94,125.45,1.31,78.07,938.91,69.01,72.82,702.36
2806,Chitosan,93.3,32.53,1.17,60.97,1055.61,93.22,67.44,891.81
2807,Starch-based Polymer,73.82,97.07,1.34,95.62,974.78,92.71,56.23,713.93
2808,Thermoplastic Starch (TPS),21.09,25.87,0.93,83.26,1054.6,58.99,92.03,607.35
2809,Cellulose Acetate,49.0,23.6,1.29,75.2,794.14,97.7,40.35,234.28
2810,Gelatin,70.37,31.53,1.22,91.2,43.85,62.56,64.2,373.74
2811,Polybutylene Fumarate (PBF),28.68,122.36,0.99,73.92,93.95,73.18,68.54,679.77
2812,Cork Composite,63.49,119.76,1.29,79.04,995.5,64.05,69.72,596.53
2813,Nano-cellulose Composite,65.79,40.89,1.37,52.63,437.0,93.6,76.33,1042.88
2814,Blended Starch,21.18,37.48,1.28,69.87,508.63,88.52,66.39,308.45
2815,Bagasse Fiber Composite,56.81,45.81,1.25,59.09,939.51,70.39,49.46,250.13
2816,Hemp Fiber Composite,75.09,74.85,1.27,85.26,796.25,85.43,90.27,287.14
2817,Gelatin,50.95,80.57,0.96,75.25,729.09,62.64,76.71,878.09
2818,Poly(3-hydroxybutyrate) (PHB),7.85,43.81,1.35,66.83,432.92,71.71,90.36,794.47
2819,Polycaprolactone (PCL),7.58,100.3,1.21,74.72,1047.8,71.47,50.77,832.22
2820,Cork Composite,38.39,53.1,1.04,62.46,951.17,65.1,75.32,356.92
2821,Recycled PP,88.78,117.78,0.94,96.44,555.06,94.34,80.56,716.35
2822,Polybutylene Adipate Terephthalate (PBAT),27.02,89.75,1.28,55.06,664.16,85.29,58.07,967.67
2823,Mycelium-based Material,62.94,66.48,1.23,93.61,629.2,67.02,87.23,883.88
2824,Coconut Coir Composite,26.44,103.82,1.23,76.79,530.64,65.29,32.17,638.69
2825,Polycaprolactone (PCL),35.26,106.77,1.13,81.9,151.58,55.02,72.45,303.5
2826,PLA (Polylactic Acid),81.86,51.08,1.33,66.87,1068.05,70.07,73.72,1070.65
2827,Recycled PP,71.31,56.28,1.35,98.42,749.31,78.33,68.3,726.2
2828,Alginate,15.23,119.24,1.18,65.89,846.63,66.92,74.84,1089.66
2829,Blended Starch,44.73,37.81,1.3,80.47,199.36,86.28,43.37,638.7
2830,Paper-based Composite,9.36,24.86,1.29,99.69,66.8,73.06,78.57,437.01
2831,Bagasse Fiber Composite,49.35,68.35,1.24,94.35,791.58,68.69,54.83,507.41
2832,Recycled HDPE,65.43,105.01,1.1,77.98,1093.49,97.21,62.74,618.15
2833,Maleic Anhydride Grafted (MAG) Polymers,17.27,101.89,1.1,99.54,793.06,66.24,54.65,814.22
2834,Hemp Fiber Composite,32.35,117.5,1.01,85.82,681.14,72.44,64.23,968.91
2835,Bagasse Fiber Composite,42.0,76.71,0.92,62.41,114.32,71.71,74.27,442.64
2836,Polybutylene Fumarate (PBF),88.19,30.98,1.08,71.77,361.55,65.25,89.01,387.72
2837,Cellulose Acetate,94.71,82.57,1.23,68.39,49.02,64.16,64.87,402.66
2838,Natural Fiber Composite,10.76,102.6,1.1,68.84,458.54,68.05,53.98,1134.5
2839,Mycelium-based Material,74.15,30.26,1.21,88.62,408.43,93.78,65.18,363.95
2840,Cellulose Acetate,39.69,38.64,1.31,80.25,398.64,89.33,78.84,545.74
2841,Poly(3-hydroxybutyrate) (PHB),41.52,21.71,1.18,54.31,87.18,85.39,55.58,685.87
2842,Blended Starch,73.56,83.09,1.1,94.18,731.06,75.14,60.17,756.2
2843,Natural Fiber Composite,88.09,114.04,0.92,66.6,1006.84,77.46,70.27,1058.09
2844,Paper-based Composite,90.97,91.23,1.09,99.86,336.68,66.43,51.99,312.88
2845,PLA (Polylactic Acid),57.87,124.1,1.21,97.82,127.37,57.6,46.22,308.01
2846,Bagasse Fiber Composite,38.4,27.07,1.34,97.18,963.06,69.36,41.55,516.41
2847,Seaweed/Kelp-based Polymer,76.5,115.76,1.04,91.03,985.46,76.9,55.98,613.2
2848,Recycled PP,29.0,106.37,1.08,62.98,678.83,56.82,35.29,573.78
2849,Hemp Fiber Composite,56.72,53.59,1.1,77.8,413.73,58.24,71.68,591.9
2850,Polybutylene Fumarate (PBF),38.52,123.2,1.29,63.15,588.4,66.25,43.96,1051.46
2851,Bagasse Fiber Composite,64.91,50.81,1.25,64.83,837.3,71.01,57.66,1036.67
2852,Recycled PP,28.06,114.31,0.95,81.52,302.56,72.21,50.31,1005.5
2853,Coconut Coir Composite,23.74,113.41,1.05,54.44,842.91,59.6,74.87,955.28
2854,Recycled PP,88.07,100.41,1.35,98.55,351.13,64.54,89.82,240.39
2855,Mycelium-based Material,15.79,79.91,1.26,96.14,458.96,66.18,75.06,349.39
2856,PLA (Polylactic Acid),51.57,33.08,1.32,70.59,310.85,57.3,68.89,932.19
2857,PLA (Polylactic Acid),26.33,76.58,1.22,76.98,276.68,69.14,77.5,794.84
2858,Hemp Fiber Composite,10.23,58.08,1.31,74.64,971.52,57.51,34.04,873.94
2859,Starch-based Polymer,9.97,104.06,1.27,94.4,424.51,86.42,40.35,916.93
2860,Paper-based Composite,22.29,100.46,1.28,85.21,278.58,71.88,38.46,1111.36
2861,Blended Starch,83.52,116.56,1.14,65.71,196.34,69.17,38.68,835.14
2862,Chitosan,31.79,21.98,1.2,73.72,982.15,59.99,49.71,475.57
2863,Thermoplastic Starch (TPS),90.92,105.84,1.23,72.88,937.39,64.57,68.18,283.02
2864,Cellulose Acetate,58.27,119.5,0.96,98.07,868.69,64.86,39.8,632.08
2865,Polybutylene Fumarate (PBF),45.43,103.75,1.35,60.83,258.11,99.32,95.59,909.85
2866,Chitosan,58.14,34.16,1.05,56.75,766.24,92.46,90.09,481.9
2867,Hemp Fiber Composite,52.52,28.99,1.04,94.33,516.58,54.9,98.07,320.08
2868,Polybutylene Succinate (PBS),73.95,22.61,1.14,95.09,404.59,82.45,34.89,1198.74
2869,Hemp Fiber Composite,31.79,86.8,1.25,93.91,979.22,65.92,89.9,618.87
2870,Recycled LDPE,38.04,86.9,1.21,76.77,863.39,58.98,86.65,416.31
2871,PHA (Polyhydroxyalkanoates),85.93,124.62,1.16,83.84,800.63,86.52,93.34,364.56
2872,Chitosan,90.57,62.44,0.95,79.26,79.56,60.23,67.9,1062.78
2873,Recycled PP,85.8,55.46,1.38,55.8,505.25,74.52,85.58,1019.6
2874,Paper-based Composite,43.91,86.34,0.9,80.8,95.37,83.15,35.49,813.32
2875,Bagasse Fiber Composite,75.87,107.59,1.12,53.15,866.73,79.6,37.16,747.19
2876,Recycled PET (rPET),48.95,119.32,1.32,67.94,154.03,98.98,40.06,1151.44
2877,Hemp Fiber Composite,50.83,105.21,0.91,96.78,109.91,90.19,94.21,428.27
2878,Mycelium-based Material,24.9,65.46,1.2,66.94,827.66,89.66,36.16,615.39
2879,Recycled HDPE,59.11,87.45,1.36,97.14,979.04,70.49,38.81,224.67
2880,Gelatin,23.26,110.83,0.97,64.38,55.64,54.58,95.27,618.59
2881,Polylactic Acid (PLA) Blends,36.13,72.21,1.13,67.44,478.05,87.84,39.3,584.22
2882,Chitosan,82.48,43.29,1.37,82.35,671.35,99.99,91.14,1149.49
2883,Nano-cellulose Composite,25.11,38.33,1.34,88.68,503.94,72.79,85.67,558.23
2884,Hemp Fiber Composite,13.08,20.43,0.93,76.32,839.68,99.34,34.74,1034.79
2885,Chitosan,12.89,96.25,1.14,94.4,35.98,60.69,33.49,966.59
2886,Polybutylene Fumarate (PBF),90.07,32.14,1.37,54.41,702.1,67.78,68.34,347.27
2887,Polybutylene Succinate (PBS),51.66,46.16,1.26,96.3,536.84,62.02,99.81,1162.72
2888,Cork Composite,43.03,51.86,1.15,61.82,952.88,75.96,91.76,830.97
2889,PHA (Polyhydroxyalkanoates),78.57,79.58,0.9,94.5,115.53,90.7,53.08,796.55
2890,Cork Composite,80.78,62.43,1.16,71.54,201.3,69.8,58.27,211.71
2891,Polycaprolactone (PCL),36.19,91.65,1.36,92.06,153.75,95.71,58.38,899.21
2892,Natural Fiber Composite,68.19,26.28,1.17,84.4,347.68,79.15,81.92,255.63
2893,Polybutylene Fumarate (PBF),75.05,33.5,0.98,60.86,735.86,75.52,55.2,385.38
2894,Paper-based Composite,64.74,73.12,1.27,96.11,182.62,90.25,42.05,298.62
2895,Maleic Anhydride Grafted (MAG) Polymers,20.2,55.99,1.1,64.16,409.38,58.85,82.8,578.21
2896,Cork Composite,84.32,51.64,1.21,64.1,619.42,89.64,63.15,995.71
2897,Polybutylene Adipate Terephthalate (PBAT),54.51,27.49,1.39,91.17,222.58,65.33,37.22,907.38
2898,Polyhydroxyvalerate (PHV),31.79,114.99,1.37,57.53,938.43,67.06,85.72,306.7
2899,Polybutylene Succinate (PBS),44.43,93.46,1.15,63.05,127.56,81.65,71.8,998.46
2900,Polybutylene Fumarate (PBF),10.11,33.25,1.03,76.42,245.16,95.51,65.28,660.85
2901,Natural Fiber Composite,18.1,27.28,0.91,91.95,994.42,80.69,77.79,232.63
2902,Polybutylene Adipate Terephthalate (PBAT),74.55,123.35,1.1,59.51,736.65,83.92,66.37,423.83
2903,Nano-cellulose Composite,6.78,92.34,0.97,78.51,732.42,89.77,76.09,985.19
2904,Poly(3-hydroxybutyrate) (PHB),43.66,64.49,1.01,86.28,904.27,66.08,90.99,933.3
2905,Recycled LDPE,53.04,94.51,1.25,93.38,629.94,92.09,73.72,388.35
2906,Recycled PET (rPET),11.62,100.27,0.97,96.94,923.72,73.34,76.85,238.0
2907,Starch-based Polymer,92.93,102.77,1.39,89.77,992.06,62.25,73.74,495.2
2908,Mycelium-based Material,26.8,70.87,0.98,83.51,1077.85,70.24,68.12,994.93
2909,Polybutylene Fumarate (PBF),33.71,65.8,1.35,73.1,1036.28,65.47,43.69,1138.39
2910,Recycled HDPE,33.69,21.57,1.07,57.83,786.62,64.68,54.83,772.89
2911,PHA (Polyhydroxyalkanoates),27.18,118.25,1.21,86.21,185.75,67.14,79.13,291.1
2912,Starch-based Polymer,6.91,84.11,1.17,99.66,744.61,62.49,60.93,702.09
2913,Recycled HDPE,71.35,41.86,0.92,87.5,182.3,84.78,59.62,1198.79
2914,Recycled PP,92.37,117.51,1.29,53.29,325.01,80.76,83.63,1138.67
2915,Maleic Anhydride Grafted (MAG) Polymers,26.64,117.02,0.98,76.07,84.69,83.9,32.38,1193.21
2916,Polycaprolactone (PCL),65.48,124.86,1.0,81.7,471.08,69.94,78.17,899.41
2917,Jute Fiber Composite,72.46,112.7,1.16,85.26,831.88,89.45,65.27,626.09
2918,PHA (Polyhydroxyalkanoates),81.89,125.77,0.91,86.69,222.06,60.14,57.62,1093.13
2919,Poly(3-hydroxybutyrate) (PHB),44.2,46.25,1.25,79.01,236.41,80.36,55.16,1095.18
2920,Polycaprolactone (PCL),33.6,109.34,1.01,63.11,721.64,66.82,43.76,344.36
2921,Jute Fiber Composite,35.58,107.31,1.16,97.25,320.98,78.36,54.73,975.39
2922,Polyhydroxyvalerate (PHV),69.87,44.79,0.98,85.59,487.7,69.02,58.62,1119.31
2923,Recycled PET (rPET),79.09,30.8,1.25,63.75,335.44,90.41,61.75,1098.52
2924,Recycled LDPE,22.86,123.83,0.91,67.81,475.42,95.02,77.72,906.83
2925,Polybutylene Succinate (PBS),39.62,51.67,1.07,96.29,377.5,88.21,62.84,737.36
2926,Cork Composite,86.63,112.37,1.14,94.66,1023.21,62.24,86.15,976.75
2927,Polybutylene Fumarate (PBF),78.2,20.85,0.98,71.74,488.07,66.79,75.5,716.16
2928,Polycaprolactone (PCL),93.97,22.63,0.9,54.32,1039.35,96.31,44.89,521.23
2929,Hemp Fiber Composite,73.55,69.6,1.35,54.8,496.71,74.22,50.85,458.94
2930,Natural Fiber Composite,41.59,45.62,1.32,65.99,232.67,97.31,37.39,740.66
2931,Polybutylene Adipate Terephthalate (PBAT),59.07,93.25,0.92,82.38,1033.97,72.17,96.31,655.95
2932,Starch-based Polymer,65.3,80.13,1.28,80.25,365.76,97.79,92.29,724.5
2933,Polybutylene Adipate Terephthalate (PBAT),13.73,28.59,1.03,82.61,496.66,96.6,37.77,460.7
2934,Polylactic Acid (PLA) Blends,54.98,37.58,0.92,86.57,278.21,84.45,71.04,790.58
2935,Starch-based Polymer,69.58,61.38,1.16,53.4,792.16,54.6,97.31,862.07
2936,Natural Fiber Composite,21.59,40.01,1.36,57.49,959.88,72.54,82.81,1006.85
2937,Recycled LDPE,75.89,104.06,1.0,69.58,129.65,95.93,65.44,789.99
2938,Cellulose Acetate,58.46,64.34,0.99,59.86,309.4,94.74,48.4,956.07
2939,Polycaprolactone (PCL),91.08,30.28,1.36,56.08,1031.16,62.78,50.97,369.39
2940,Gelatin,10.54,71.55,0.98,82.95,566.81,72.48,82.06,321.06
2941,Cellulose Acetate,30.27,30.0,0.91,91.23,1011.34,92.47,85.08,379.64
2942,Jute Fiber Composite,60.04,34.02,1.33,88.25,719.78,80.67,67.95,1046.27
2943,PLA (Polylactic Acid),33.03,45.71,0.92,91.31,953.31,93.01,40.22,756.15
2944,Bagasse Fiber Composite,70.03,111.17,1.04,84.13,761.25,92.06,95.5,655.32
2945,Recycled PET (rPET),73.97,118.04,1.03,87.43,124.55,95.76,89.44,962.16
2946,Bagasse Fiber Composite,15.86,107.65,1.23,65.41,801.44,59.57,41.56,324.08
2947,Polybutylene Fumarate (PBF),52.27,55.69,1.02,99.67,450.15,60.85,35.86,206.21
2948,Polycaprolactone (PCL),51.83,49.18,1.08,61.2,119.93,57.99,68.44,510.96
2949,Alginate,39.47,78.4,1.26,62.69,911.65,97.04,51.32,448.89
2950,Starch-based Polymer,89.37,96.63,1.15,66.22,1053.69,75.96,51.26,507.33
2951,Thermoplastic Starch (TPS),80.04,125.3,1.23,98.83,800.49,57.15,37.93,1173.57
2952,Bagasse Fiber Composite,68.5,34.3,0.98,99.44,127.94,68.93,96.83,767.75
2953,Bagasse Fiber Composite,70.02,25.61,1.37,90.26,388.14,70.29,88.45,789.11
2954,Blended Starch,47.66,93.73,1.16,82.38,419.34,91.28,39.74,855.67
2955,Polycaprolactone (PCL),88.32,108.28,0.91,77.2,964.1,87.88,91.61,597.73
2956,Chitosan,68.27,109.78,1.08,98.6,664.52,85.77,78.44,1178.98
2957,Maleic Anhydride Grafted (MAG) Polymers,71.32,92.05,1.27,85.54,237.71,55.2,54.13,1173.26
2958,Seaweed/Kelp-based Polymer,83.07,121.14,1.08,97.37,86.5,95.91,91.25,969.25
2959,Mycelium-based Material,31.04,74.37,1.13,67.54,520.37,64.07,72.67,411.69
2960,Cellulose Acetate,78.23,116.9,0.99,68.35,630.66,83.01,89.71,1080.2
2961,PHA (Polyhydroxyalkanoates),24.06,122.6,1.02,93.1,825.53,57.03,63.91,300.92
2962,PHA (Polyhydroxyalkanoates),37.35,109.86,0.92,59.62,845.58,57.93,66.04,829.89
2963,Nano-cellulose Composite,36.49,53.12,1.17,97.43,151.47,54.64,51.79,657.22
2964,PHA (Polyhydroxyalkanoates),93.41,41.13,1.19,76.61,935.58,80.12,58.36,239.22
2965,Starch-based Polymer,82.61,78.29,0.96,96.5,239.1,83.03,70.61,1103.91
2966,Coconut Coir Composite,68.85,68.24,1.07,68.5,584.52,56.51,96.4,1161.09
2967,Gelatin,71.15,113.09,1.13,86.51,70.06,67.5,72.81,1107.39
2968,Polycaprolactone (PCL),56.54,30.97,1.39,75.44,128.49,93.2,42.02,392.47
2969,Seaweed/Kelp-based Polymer,90.63,47.62,1.11,82.27,694.39,58.84,32.48,532.98
2970,Jute Fiber Composite,50.71,99.79,1.05,76.46,700.83,64.12,89.87,1155.73
2971,Thermoplastic Starch (TPS),40.47,30.44,1.17,98.44,552.81,73.64,56.77,306.42
2972,Cellulose Acetate,21.21,54.28,1.22,85.38,682.08,92.78,53.42,783.3
2973,Starch-based Polymer,76.38,61.29,1.15,64.44,820.79,65.87,86.45,685.52
2974,Gelatin,71.8,86.15,1.11,95.71,802.33,99.87,96.28,351.9
2975,Bagasse Fiber Composite,40.81,37.11,1.19,66.47,806.21,70.47,82.87,1086.58
2976,Alginate,9.01,111.28,1.17,70.15,295.93,71.9,43.82,334.15
2977,Maleic Anhydride Grafted (MAG) Polymers,81.06,67.67,1.06,57.35,798.97,59.79,58.61,792.71
2978,Hemp Fiber Composite,7.79,117.24,1.11,95.25,836.4,85.35,83.64,518.18
2979,Recycled PET (rPET),69.08,69.81,1.07,66.09,531.74,65.35,93.67,617.98
2980,Seaweed/Kelp-based Polymer,92.68,49.45,1.13,64.8,507.34,83.0,99.9,411.36
2981,Chitosan,45.53,35.39,1.32,96.21,44.2,64.42,66.79,824.67
2982,Recycled HDPE,27.58,20.81,1.16,90.76,967.51,71.96,87.93,1188.68
2983,Mycelium-based Material,69.18,76.6,1.08,59.2,610.07,93.44,35.17,1033.54
2984,Polycaprolactone (PCL),79.12,31.72,1.35,89.04,603.17,88.04,51.44,883.21
2985,Bagasse Fiber Composite,55.16,61.77,1.06,95.87,864.87,61.28,57.26,956.38
2986,Polybutylene Fumarate (PBF),92.39,82.63,1.18,56.23,576.75,82.03,98.34,1039.29
2987,Cellulose Acetate,11.35,49.52,1.15,91.7,495.09,82.99,32.23,672.55
2988,Cellulose Acetate,51.47,38.91,1.37,78.5,62.26,58.35,52.95,767.04
2989,Paper-based Composite,70.38,102.21,1.08,84.29,742.45,75.53,95.27,1095.48
2990,Thermoplastic Starch (TPS),83.15,120.38,1.25,75.91,502.41,66.14,52.85,895.95
2991,Chitosan,22.65,31.02,1.22,85.65,1032.26,75.59,47.3,336.02
2992,Recycled PP,77.6,36.84,0.9,54.12,930.67,89.79,81.65,979.54
2993,Bagasse Fiber Composite,55.71,121.78,1.26,88.73,109.49,61.45,82.68,222.71
2994,Polyhydroxyvalerate (PHV),41.89,24.4,1.21,54.08,799.32,59.85,64.11,1047.53
2995,Hemp Fiber Composite,18.44,123.64,1.09,74.13,717.61,66.53,96.39,988.3
2996,Hemp Fiber Composite,83.38,20.9,1.33,59.67,914.81,97.81,45.78,1030.75
2997,Seaweed/Kelp-based Polymer,20.7,112.66,0.99,91.62,1071.86,88.45,94.11,223.59
2998,Poly(3-hydroxybutyrate) (PHB),34.21,52.86,1.32,67.4,534.59,55.09,83.37,1172.45
2999,PHA (Polyhydroxyalkanoates),32.46,119.52,1.4,74.07,834.45,72.57,57.04,814.13
3000,PLA (Polylactic Acid),83.93,53.88,1.12,72.87,923.47,65.99,86.87,1000.05
3001,Blended Starch,66.33,89.5,1.13,89.19,694.72,83.43,41.06,766.56
3002,Paper-based Composite,77.31,28.86,1.31,75.35,203.26,75.24,40.91,539.75
3003,Seaweed/Kelp-based Polymer,28.95,46.0,1.18,89.98,168.77,98.37,95.24,496.15
3004,Nano-cellulose Composite,62.1,102.1,1.1,55.99,791.59,64.23,38.45,269.93
3005,Chitosan,57.4,76.23,1.11,61.6,1070.54,81.12,32.28,742.51
3006,Polylactic Acid (PLA) Blends,80.51,118.39,0.94,78.7,335.38,86.27,58.45,343.59
3007,Polycaprolactone (PCL),87.0,65.68,1.16,97.49,975.71,92.01,39.06,767.52
3008,PHA (Polyhydroxyalkanoates),7.86,112.25,1.0,56.05,1092.88,72.84,90.69,824.92
3009,Thermoplastic Starch (TPS),66.45,67.82,1.25,54.55,341.74,85.66,94.74,642.08
3010,Bagasse Fiber Composite,11.37,123.81,1.3,59.94,187.51,68.09,64.8,356.32
3011,Cellulose Acetate,55.37,121.76,1.14,82.95,386.9,74.14,60.93,632.71
3012,Cellulose Acetate,32.24,55.16,1.06,71.45,577.95,95.22,68.65,1078.67
3013,Alginate,33.94,113.95,1.2,91.71,318.52,97.71,47.38,658.05
3014,Cork Composite,38.03,109.91,0.9,55.92,1056.91,87.12,52.26,542.73
3015,Natural Fiber Composite,61.78,42.66,1.19,61.83,179.45,71.35,38.87,829.76
3016,Polybutylene Succinate (PBS),36.35,86.33,1.24,66.75,342.52,91.76,62.36,818.86
3017,Polycaprolactone (PCL),71.65,28.08,1.02,82.27,343.56,55.38,73.6,290.62
3018,Cellulose Acetate,42.59,108.76,1.29,85.05,611.23,58.91,95.26,436.49
3019,Recycled LDPE,12.83,38.84,1.22,58.4,715.74,84.49,82.26,694.4
3020,Thermoplastic Starch (TPS),76.17,27.89,1.13,97.33,73.8,67.54,81.17,566.33
3021,Natural Fiber Composite,32.08,62.67,0.92,68.7,1036.25,97.77,52.94,519.96
3022,Maleic Anhydride Grafted (MAG) Polymers,45.09,81.33,0.91,86.38,987.68,74.17,92.4,645.71
3023,Polybutylene Adipate Terephthalate (PBAT),67.46,110.68,0.94,77.4,1088.7,73.86,96.39,490.31
3024,Paper-based Composite,36.21,123.28,1.2,63.08,474.18,85.26,95.39,547.47
3025,Paper-based Composite,11.79,66.82,1.21,92.7,31.63,89.35,34.64,973.63
3026,Recycled LDPE,39.88,26.79,1.21,91.37,742.53,75.98,73.1,710.23
3027,Recycled HDPE,90.39,99.51,0.91,71.31,168.26,64.0,75.74,1072.86
3028,Recycled PP,63.59,80.09,1.22,80.46,572.51,89.62,52.06,1148.56
3029,PLA (Polylactic Acid),66.23,67.7,1.09,64.75,129.91,68.87,99.48,1122.08
3030,Starch-based Polymer,62.76,53.07,1.2,85.27,665.09,62.22,51.8,453.71
3031,Gelatin,24.4,73.46,1.31,67.18,1041.32,83.13,46.73,672.89
3032,Polycaprolactone (PCL),43.82,56.17,0.91,92.59,539.97,58.34,64.92,735.05
3033,Polybutylene Adipate Terephthalate (PBAT),73.26,100.34,1.33,62.83,110.93,98.69,53.97,1052.19
3034,Hemp Fiber Composite,15.75,77.84,1.08,53.2,50.55,83.16,94.83,759.02
3035,Bagasse Fiber Composite,31.38,113.0,1.19,65.25,75.02,99.35,61.93,452.72
3036,Polyhydroxyvalerate (PHV),31.24,77.8,1.29,61.57,143.84,69.72,59.89,747.54
3037,Recycled HDPE,45.03,45.57,1.26,76.64,608.37,98.68,74.56,244.28
3038,Starch-based Polymer,93.57,110.28,0.91,62.18,156.58,60.87,37.52,1034.14
3039,Recycled HDPE,12.76,79.25,1.13,88.75,303.99,56.06,83.46,766.0
3040,Starch-based Polymer,52.7,42.25,1.3,63.97,353.7,55.71,84.25,851.72
3041,Recycled PET (rPET),22.66,86.25,1.0,86.08,73.51,75.49,64.23,400.94
3042,Recycled LDPE,92.71,58.18,1.35,79.98,384.11,58.0,96.99,758.13
3043,Recycled HDPE,16.81,109.57,1.13,99.35,227.5,77.66,71.4,730.64
3044,Polycaprolactone (PCL),42.51,68.27,1.31,100.0,139.22,69.2,79.28,819.63
3045,Poly(3-hydroxybutyrate) (PHB),72.1,97.11,1.33,93.8,1026.62,69.57,94.86,1047.42
3046,Recycled PET (rPET),69.15,30.5,1.0,88.6,760.34,83.31,77.31,964.54
3047,Seaweed/Kelp-based Polymer,44.2,62.23,1.37,70.86,299.69,61.67,61.36,746.87
3048,Natural Fiber Composite,37.46,124.23,1.28,88.28,361.01,89.31,33.68,1093.4
3049,Polybutylene Succinate (PBS),41.98,105.78,1.11,97.94,556.24,80.86,81.52,558.42
3050,Seaweed/Kelp-based Polymer,30.18,37.3,1.32,53.61,1017.4,96.1,97.61,692.55
3051,Recycled PET (rPET),24.96,49.74,0.95,78.05,156.5,70.91,63.98,849.43
3052,Paper-based Composite,49.54,55.24,0.94,62.85,742.95,99.21,55.1,640.77
3053,Poly(3-hydroxybutyrate) (PHB),30.55,89.08,1.3,79.0,1008.69,80.57,67.31,561.42
3054,PHA (Polyhydroxyalkanoates),32.23,100.34,1.04,74.66,663.0,98.78,81.53,312.39
3055,Polylactic Acid (PLA) Blends,64.92,99.55,1.34,79.85,931.38,55.44,32.05,835.9
3056,Hemp Fiber Composite,92.52,74.25,0.93,78.67,725.99,87.54,92.33,392.61
3057,PHA (Polyhydroxyalkanoates),60.22,106.02,0.98,98.11,134.64,91.6,92.27,338.25
3058,Recycled PET (rPET),13.59,66.56,1.28,78.73,582.3,56.64,68.81,382.15
3059,Chitosan,13.47,33.49,1.35,92.7,68.77,80.72,40.32,888.48
3060,PLA (Polylactic Acid),91.01,80.01,1.22,67.69,578.93,90.93,77.68,338.36
3061,Blended Starch,33.1,120.96,1.37,73.31,602.49,79.9,41.37,1176.24
3062,Alginate,14.93,104.14,1.12,74.84,809.18,57.12,66.51,958.54
3063,Recycled HDPE,59.81,81.52,1.31,65.74,69.84,85.96,38.37,592.73
3064,Recycled PET (rPET),61.99,88.71,1.03,70.54,419.1,56.98,72.06,793.28
3065,Hemp Fiber Composite,64.19,118.67,1.39,80.93,818.89,91.64,53.63,207.63
3066,Nano-cellulose Composite,30.45,65.64,1.08,80.06,494.01,56.17,88.51,1044.53
3067,Cork Composite,8.12,55.4,1.37,82.73,947.87,60.49,86.4,471.21
3068,Polyhydroxyvalerate (PHV),92.21,123.6,1.01,69.21,743.21,66.8,99.9,271.88
3069,Alginate,28.99,111.58,0.95,67.5,718.83,83.21,49.51,958.12
3070,Polyhydroxyvalerate (PHV),66.63,54.52,1.08,81.55,414.19,98.92,36.2,529.58
3071,Coconut Coir Composite,69.34,69.38,0.9,58.81,258.24,59.6,62.12,767.54
3072,Polyhydroxyvalerate (PHV),60.78,64.24,0.92,64.52,782.9,60.74,37.67,1044.03
3073,Recycled LDPE,34.48,36.15,1.37,54.5,290.92,71.09,44.14,975.93
3074,PLA (Polylactic Acid),30.78,121.55,1.37,55.95,967.36,92.5,72.62,536.84
3075,Polycaprolactone (PCL),59.69,63.1,0.91,64.06,1019.24,75.6,72.26,1068.7
3076,Coconut Coir Composite,83.46,112.84,0.92,53.43,744.17,68.93,34.95,588.85
3077,Polylactic Acid (PLA) Blends,90.59,40.4,1.13,64.16,40.1,79.9,62.12,700.02
3078,Polybutylene Adipate Terephthalate (PBAT),16.16,78.26,0.97,83.61,977.87,66.13,68.05,812.46
3079,Cellulose Acetate,20.49,22.94,1.2,55.4,191.42,72.57,50.23,270.98
3080,Alginate,90.42,101.1,1.36,73.24,569.76,69.43,91.3,797.16
3081,Polybutylene Fumarate (PBF),71.99,81.75,1.35,95.87,115.27,91.03,42.95,777.42
3082,Coconut Coir Composite,84.95,86.47,1.25,90.09,755.19,96.53,49.27,1073.49
